,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
8519,KARNATAKA,HAVERI,2012,12,0,3,72,0,68,0
8520,KARNATAKA,K.G.F.,2012,10,0,2,10,0,19,0
8521,KARNATAKA,KODAGU,2012,12,3,2,25,0,43,0
8522,KARNATAKA,KOLAR,2012,18,14,1,37,0,34,0
8523,KARNATAKA,KOPPAL,2012,7,0,0,17,0,87,0
8524,KARNATAKA,MANDYA,2012,35,39,9,149,1,204,1
8525,KARNATAKA,MANGALORE CITY,2012,12,4,1,29,1,48,3
8526,KARNATAKA,MYSORE COMMR.,2012,12,10,6,22,0,32,12
8527,KARNATAKA,MYSORE RURAL,2012,28,47,1,163,0,158,0
8528,KARNATAKA,RAICHUR,2012,19,25,1,141,0,190,0
8529,KARNATAKA,RAILWAYS,2012,2,1,2,2,1,0,0
8530,KARNATAKA,RAMANAGAR,2012,16,53,17,112,0,73,0
8531,KARNATAKA,SHIMOGA,2012,14,24,6,158,3,222,0
8532,KARNATAKA,TUMKUR,2012,33,10,18,171,0,132,0
8533,KARNATAKA,UDUPI,2012,5,3,0,41,1,38,0
8534,KARNATAKA,UTTAR KANNADA,2012,7,10,1,97,8,78,0
8535,KARNATAKA,YADGIRI,2012,9,20,0,97,9,63,0
8536,KARNATAKA,TOTAL,2012,621,1070,218,2978,100,3684,32
